cups_direccion,cups_municipio,cups_codigo_postal,cups_codigo,cups_distribuidor,fecha,consumo
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-10-12,8.74
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-10-13,15.97
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-10-14,11.34
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-10-15,11.24
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-10-16,4.46
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-10-17,5.54
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-10-18,2.75
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-10-19,0.9
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-10-20,1.83
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-10-21,4.43
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-10-22,3.03
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-10-23,1.54
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-10-24,3.23
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-10-25,2.86
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-10-26,3.26
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-10-27,3.38
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-10-28,1.87
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-10-29,3.11
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-10-30,2.99
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-10-31,3.05
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-11-01,2.13
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-11-02,3.01
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-11-03,4.08
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-11-04,1.75
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-11-05,2.42
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-11-06,2.42
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-11-07,1.7
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-11-08,3.0
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-11-09,3.29
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-11-10,5.09
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-11-11,3.47
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-11-12,4.06
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-11-13,3.53
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-11-14,2.68
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-11-15,4.3
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-11-16,2.03
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-11-17,1.77
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-11-18,1.87
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-11-19,1.56
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-11-20,2.6
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-11-21,1.68
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-11-22,1.25
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-11-23,2.43
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-11-24,1.33
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-11-25,1.79
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-11-26,1.38
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-11-27,1.38
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-11-28,2.38
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-11-29,1.68
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-11-30,3.93
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-12-01,3.51
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-12-02,2.82
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-12-03,3.7
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-12-04,5.53
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-12-05,2.14
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-12-06,1.75
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-12-07,2.21
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-12-08,1.04
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-12-09,3.16
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-12-10,0.88
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-12-11,0.0
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-12-12,7.7
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-12-13,6.3
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-12-14,4.12
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-12-15,4.68
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-12-16,5.96
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-12-17,3.65
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-12-18,2.3
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-12-19,1.62
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-12-20,4.87
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-12-21,2.55
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-12-22,0.94
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-12-23,0.9
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-12-24,0.89
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-12-25,0.9
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-12-26,0.9
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-12-27,0.88
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-12-28,7.39
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-12-29,4.73
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-12-30,4.1
"Carretera General 1-A, Garaje – Depósito Erjos – El Tanque","TANQUE, EL",38435,ES0031601010123001QZ0F,EDISTRIBUCIÓN,2022-12-31,3.38
Oficinas en Avda. Bravo Murillo 14,SANTA CRUZ DE TENERIFE,38003,ES0031601018527099BG0F,EDISTRIBUCIÓN,2022-09-01,48.21
Oficinas en Avda. Bravo Murillo 14,SANTA CRUZ DE TENERIFE,38003,ES0031601018527099BG0F,EDISTRIBUCIÓN,2022-09-02,48.21
Oficinas en Avda. Bravo Murillo 14,SANTA CRUZ DE TENERIFE,38003,ES0031601018527099BG0F,EDISTRIBUCIÓN,2022-09-03,23.16
Oficinas en Avda. Bravo Murillo 14,SANTA CRUZ DE TENERIFE,38003,ES0031601018527099BG0F,EDISTRIBUCIÓN,2022-09-04,23.16
Oficinas en Avda. Bravo Murillo 14,SANTA CRUZ DE TENERIFE,38003,ES0031601018527099BG0F,EDISTRIBUCIÓN,2022-09-05,48.21
Oficinas en Avda. Bravo Murillo 14,SANTA CRUZ DE TENERIFE,38003,ES0031601018527099BG0F,EDISTRIBUCIÓN,2022-09-06,48.21
Oficinas en Avda. Bravo Murillo 14,SANTA CRUZ DE TENERIFE,38003,ES0031601018527099BG0F,EDISTRIBUCIÓN,2022-09-07,48.21
Oficinas en Avda. Bravo Murillo 14,SANTA CRUZ DE TENERIFE,38003,ES0031601018527099BG0F,EDISTRIBUCIÓN,2022-09-08,48.21
Oficinas en Avda. Bravo Murillo 14,SANTA CRUZ DE TENERIFE,38003,ES0031601018527099BG0F,EDISTRIBUCIÓN,2022-09-09,48.21
Oficinas en Avda. Bravo Murillo 14,SANTA CRUZ DE TENERIFE,38003,ES0031601018527099BG0F,EDISTRIBUCIÓN,2022-09-10,23.16
Oficinas en Avda. Bravo Murillo 14,SANTA CRUZ DE TENERIFE,38003,ES0031601018527099BG0F,EDISTRIBUCIÓN,2022-09-11,23.16
Oficinas en Avda. Bravo Murillo 14,SANTA CRUZ DE TENERIFE,38003,ES0031601018527099BG0F,EDISTRIBUCIÓN,2022-09-12,48.21
Oficinas en Avda. Bravo Murillo 14,SANTA CRUZ DE TENERIFE,38003,ES0031601018527099BG0F,EDISTRIBUCIÓN,2022-09-13,48.21
Oficinas en Avda. Bravo Murillo 14,SANTA CRUZ DE TENERIFE,38003,ES0031601018527099BG0F,EDISTRIBUCIÓN,2022-09-14,48.21
Oficinas en Avda. Bravo Murillo 14,SANTA CRUZ DE TENERIFE,38003,ES0031601018527099BG0F,EDISTRIBUCIÓN,2022-09-15,48.21
Oficinas en Avda. Bravo Murillo 14,SANTA CRUZ DE TENERIFE,38003,ES0031601018527099BG0F,EDISTRIBUCIÓN,2022-09-16,48.21
Oficinas en Avda. Bravo Murillo 14,SANTA CRUZ DE TENERIFE,38003,ES0031601018527099BG0F,EDISTRIBUCIÓN,2022-09-17,23.16
Oficinas en Avda. Bravo Murillo 14,SANTA CRUZ DE TENERIFE,38003,ES0031601018527099BG0F,EDISTRIBUCIÓN,2022-09-18,23.16
Oficinas en Avda. Bravo Murillo 14,SANTA CRUZ DE TENERIFE,38003,ES0031601018527099BG0F,EDISTRIBUCIÓN,2022-09-19,48.21
Oficinas en Avda. Bravo Murillo 14,SANTA CRUZ DE TENERIFE,38003,ES0031601018527099BG0F,EDISTRIBUCIÓN,2022-09-20,48.21
Oficinas en Avda. Bravo Murillo 14,SANTA CRUZ DE TENERIFE,38003,ES0031601018527099BG0F,EDISTRIBUCIÓN,2022-09-21,48.21
Oficinas en Avda. Bravo Murillo 14,SANTA CRUZ DE TENERIFE,38003,ES0031601018527099BG0F,EDISTRIBUCIÓN,2022-09-22,48.21
Oficinas en Avda. Bravo Murillo 14,SANTA CRUZ DE TENERIFE,38003,ES0031601018527099BG0F,EDISTRIBUCIÓN,2022-09-23,48.21
Oficinas en Avda. Bravo Murillo 14,SANTA CRUZ DE TENERIFE,38003,ES0031601018527099BG0F,EDISTRIBUCIÓN,2022-09-24,23.16
Oficinas en Avda. Bravo Murillo 14,SANTA CRUZ DE TENERIFE,38003,ES0031601018527099BG0F,EDISTRIBUCIÓN,2022-09-25,23.16
Oficinas en Avda. Bravo Murillo 14,SANTA CRUZ DE TENERIFE,38003,ES0031601018527099BG0F,EDISTRIBUCIÓN,2022-09-26,48.21
Oficinas en Avda. Bravo Murillo 14,SANTA CRUZ DE TENERIFE,38003,ES0031601018527099BG0F,EDISTRIBUCIÓN,2022-09-27,48.21
Oficinas en Avda. Bravo Murillo 14,SANTA CRUZ DE TENERIFE,38003,ES0031601018527099BG0F,EDISTRIBUCIÓN,2022-09-28,48.21
Oficinas en Avda. Bravo Murillo 14,SANTA CRUZ DE TENERIFE,38003,ES0031601018527099BG0F,EDISTRIBUCIÓN,2022-09-29,48.21
Oficinas en Avda. Bravo Murillo 14,SANTA CRUZ DE TENERIFE,38003,ES0031601018527099BG0F,EDISTRIBUCIÓN,2022-09-30,48.21
Oficinas en Avda. Bravo Murillo 14,SANTA CRUZ DE TENERIFE,38003,ES0031601018527099BG0F,EDISTRIBUCIÓN,2022-10-01,26.71
Oficinas en Avda. Bravo Murillo 14,SANTA CRUZ DE TENERIFE,38003,ES0031601018527099BG0F,EDISTRIBUCIÓN,2022-10-02,26.71
Oficinas en Avda. Bravo Murillo 14,SANTA CRUZ DE TENERIFE,38003,ES0031601018527099BG0F,EDISTRIBUCIÓN,2022-10-03,51.0
Oficinas en Avda. Bravo Murillo 14,SANTA CRUZ DE TENERIFE,38003,ES0031601018527099BG0F,EDISTRIBUCIÓN,2022-10-04,51.0
Oficinas en Avda. Bravo Murillo 14,SANTA CRUZ DE TENERIFE,38003,ES0031601018527099BG0F,EDISTRIBUCIÓN,2022-10-05,51.0
Oficinas en Avda. Bravo Murillo 14,SANTA CRUZ DE TENERIFE,38003,ES0031601018527099BG0F,EDISTRIBUCIÓN,2022-10-06,51.0
Oficinas en Avda. Bravo Murillo 14,SANTA CRUZ DE TENERIFE,38003,ES0031601018527099BG0F,EDISTRIBUCIÓN,2022-10-07,51.0
Oficinas en Avda. Bravo Murillo 14,SANTA CRUZ DE TENERIFE,38003,ES0031601018527099BG0F,EDISTRIBUCIÓN,2022-10-08,26.71
Oficinas en Avda. Bravo Murillo 14,SANTA CRUZ DE TENERIFE,38003,ES0031601018527099BG0F,EDISTRIBUCIÓN,2022-10-09,26.71
Oficinas en Avda. Bravo Murillo 14,SANTA CRUZ DE TENERIFE,38003,ES0031601018527099BG0F,EDISTRIBUCIÓN,2022-10-10,51.0
Oficinas en Avda. Bravo Murillo 14,SANTA CRUZ DE TENERIFE,38003,ES0031601018527099BG0F,EDISTRIBUCIÓN,2022-10-11,51.0
Oficinas en Avda. Bravo Murillo 14,SANTA CRUZ DE TENERIFE,38003,ES0031601018527099BG0F,EDISTRIBUCIÓN,2022-10-12,26.71
Oficinas en Avda. Bravo Murillo 14,SANTA CRUZ DE TENERIFE,38003,ES0031601018527099BG0F,EDISTRIBUCIÓN,2022-10-13,51.0
Oficinas en Avda. Bravo Murillo 14,SANTA CRUZ DE TENERIFE,38003,ES0031601018527099BG0F,EDISTRIBUCIÓN,2022-10-14,51.0
Oficinas en Avda. Bravo Murillo 14,SANTA CRUZ DE TENERIFE,38003,ES0031601018527099BG0F,EDISTRIBUCIÓN,2022-10-15,26.71
Oficinas en Avda. Bravo Murillo 14,SANTA CRUZ DE TENERIFE,38003,ES0031601018527099BG0F,EDISTRIBUCIÓN,2022-10-16,26.71
Oficinas en Avda. Bravo Murillo 14,SANTA CRUZ DE TENERIFE,38003,ES0031601018527099BG0F,EDISTRIBUCIÓN,2022-10-17,51.0
Oficinas en Avda. Bravo Murillo 14,SANTA CRUZ DE TENERIFE,38003,ES0031601018527099BG0F,EDISTRIBUCIÓN,2022-10-18,49.0
